licence_ref,description,licensee_name,trading_name,nominee_name,address_1,address_2,address_3,county
1009360,Wholesaler Dealer in Spirits,St Patrick's Distillery Limited,St Patrick's Distillery Limited,Cyril Walsh,Unit 105 St Patricks Mills,Douglas,,Co. Cork
Cxp598,Publican's Licence (7-Day Ordinary),Thomas Lynch,Cissie Young's,,79 And 80 Bandon Road,Cork,,Co. Cork
1009133,Wine Retailer's On Licence,Luigi Camilleri,La Bella Roma,Luigi Camilleri,90 North Main Street,Youghal,,Co. Cork
Cxo116,"Spirit, Beer & Wine Retailer's Off Licence",Sunnydale Off Licences,Number 21,John Kelly,Ashdale House,Blarney,,Co. Cork
Cxo143,Wine Retailer's Off Licence,Jchoppers Limited,Crowley's Gala,,Ballygarvan,,,Co. Cork
Cxo264,"Spirit, Beer & Wine Retailer's Off Licence",Sunnydale Off Licences,Number 21 Off Licence,John Kelly,Topaz Service Station,Main Street,Ballincollig,Co. Cork
1008658,Wine Retailer's On Licence,Raquel Escrich Torres And Francisco De Borja Sanz Herrero,Iberian Way,Francisco De Borja Sanz Herrero,72 Douglas Street,Cork City,,Co. Cork
1000958,Special Restaurant Licence,G And G Family Restaurant Limited,,,11 Pearse Square,Cobh,,Co. Cork
Mwp447,Publican's Licence (7-Day Ordinary),Ewn Taverns Limited,Central Bar,,63 & 64 Upper Cork Street,Mitchelstown,,Co. Cork
Cxw479,Wine Retailer's On Licence,Padraig Crowley,Padraigins Pizzas,,St Patrick's Quay,Bandon,,Co. Cork
1001798,Wine Retailer's On Licence,Geraldine Kingston,Gearoidins Restaurant,,18 Pearse Street,Clonakilty,,Co. Cork
Mwp360,Publican's Licence (7-Day Ordinary),Eamonn Clancy,Clancy's Bar,,38 Oliver Plunkett Hill,Fermoy,,Co. Cork
Cxp667,Publican's Licence (7-Day Ordinary),Lre Ventures Limited,The Marina Bar,,3 Victoria Road,Cork,,Co. Cork
1010214,Wine Retailer's Off Licence,O'reilly Garage (bandon) Limited,Spar Express,,Clonakilty Road,Bandon,,Co. Cork
Cxp200,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Oriel House Hotel Limited,Oriel House Hotel,,Main Street,Ballincollig,,Co. Cork
Mwp185,Publican's Licence (7-Day Ordinary),Patrick O'connor And Aidan O'connor (partnership),The Mousetrap,,1 Beecher Street,Mallow,,Co. Cork
Mwp255,Publican's Licence (7-Day Ordinary),Michael Scanlon,Scanlons Bar,,Church Street,Newmarket,,Co. Cork
Cxp884,Publican's Licence (7-Day Ordinary),Monkslane Limited,Grainnes Bar,Michelle O'mahony,Mill Street,Timoleague,,Co. Cork
Cxsr49,Special Restaurant Licence,Richard Milnes And Antje Gesche,Dillons Restaurant,,Mill Street,Timoleague,,Co. Cork
1008549,Wine Retailer's On Licence,New Golden House Restaurant Limited,New Golden House Restaurant,Xi Mei Chen,New Golden House,Lissarda,,Co. Cork
1013550,Wine Retailer's On Licence,S&e Aguilar Limited,Rio Cafe,Sandra Aguilar,Wellington Bridge,Lee Road,,Co. Cork
1009697,Wine Retailer's On Licence,Jrl Restaurant Limited,The Mews,Robert Collender,Baltimore Village,,,Co. Cork
Cxp262,Publican's Licence (7-Day Ordinary),New Look Bars Limited,John O'sullivans Public House,Donal O'sullivan,Douglas West,Cork,,Co. Cork
1008016,Publican's Licence (7-Day Ordinary),Groves Quarter Limited,,John Gaffney,The Groves Bar,5 Dublin Street,Blackpool,Co. Cork
1009629,Wine Retailer's On Licence,Mark Jennings And Sarah Jane Pearse,Pilgrims Rest,Sarah Jane Pearse,6 South Square,Rosscarbery,,Co. Cork
Byp196,Publican's Licence (7-Day Ordinary),Deirdre Youell And Jeremy Youell,Jolly Rogers Tavern,Deirdre Youell,Sherkin Island,Baltimore,,Co. Cork
Byp341,Publican's Licence (7-Day Ordinary),F And O Management Services Limited,The Winery,Orla O'donovan,Astna Square,Clonakilty,,Co. Cork
Cxp279,Publican's Licence (7-Day Ordinary),Overdraft Tavern Limited,The Overdraught,,Minane Bridge,Tracton,,Co. Cork
Mwo069,"Spirit, Beer & Wine Retailer's Off Licence",Carrigview Supermarket Limited,,,Level 1,New Square,Mitchelstown,Co. Cork
Byo040,"Spirit, Beer & Wine Retailer's Off Licence",Marcon Schull Limited,Thomas Brosnan Spar,Jeremy Brosnan,Main Street,Schull,,Co. Cork
1009148,Wine Retailer's On Licence,Fratello Limited,Palmento,Paul Harty,2 Church Street,Douglas Village,,Co. Cork
Cxo410,Wine Retailer's Off Licence,Firgrove Service Station Limited,,Colm O'reilly,Spar Shop,1 Richmond Elmvale,Wilton,Co. Cork
1010911,Wine Retailer's On Licence,Ali's Kitchen Limited,Ali's Kitchen,,14 Rory Gallagher Place,Paul Street,,Co. Cork
Cxp566,Publican's Licence (7-Day Ordinary),Alpa Maze Limited,White Rabbit Bar And Bbq,,The Ground Floor,56 Mccurtain Street,,Co. Cork
1009882,Wine Retailer's On Licence,Innovation Star Limited,Sliced,Joseph O'donovan,Barrack Square,Main Street,Ballincollig,Co. Cork
Cxp362,Publican's Licence (7-Day Ordinary),Pouladuff Taverns Limited,The Harp Bar,Kevin Mcdonnell,Pouladuff Road,Togher,Cork,Co. Cork
Mwp433,Publican's Licence (7-Day Ordinary),Rydenca Limited,Weavers Bar,Denis Mcgrath,44 Lower Cork Street,Mitchelstown,,Co. Cork
1013646,Wine Retailer's Off Licence,Sirio Retail Operations Limited,,,Kilmoney Road,Carrigaline,,Co. Cork
1012445,Wine Retailer's Off Licence,Sirio Retail Operations Limited,,,Cobh Cross,Carrigtwohill,,Co. Cork
1013704,Wine Retailer's Off Licence,Sirio Retail Operations Limited,,,Eastern Road,Kinsale,,Co. Cork
Cxp214,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Palace Glen Limited,The Clayton Hotel,,Silver Springs,Tivoli,,Co. Cork
1009410,Wholesaler Dealer in Spirits,Hibernia Distillers Limited,Hibernia Distillers Limited,Conor Hyde,"Unit 1g, 1st Floor",The Atrium Building,Blackpool,Co. Cork
1009631,Wine Retailer's On Licence,Latin Trend Limited,Tedo Restaurant,,31 Princes Street,Cork,,Co. Cork
Cxo389,"Spirit, Beer & Wine Retailer's Off Licence",Sunnydale Off Licences Limited,,John Kelly,"Unit 2, Park Mews",Town Park Road,Charleville,Co. Cork
1009919,"Spirit, Beer & Wine Retailer's Off Licence",Firgrove Service Station Limited,,Colm O'reilly,Bishopstown Road,Bishopstown,,Co. Cork
1011577,Wine Retailer's On Licence,Home Fare Services,Ksg,Donal Donnelly,Staff Dining Room,Ucc,Cork,Co. Cork
1000015,"Wholesaler Dealer in Beer, Wine & Spirits",Bwg Foods,Value Centre Cash And Carry,,Unit 14,Harbour Point,Little Island,Co. Cork
1001436,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco Supermarket,,Dennehys Cross,Victoria Cross Road,,Co. Cork
1009184,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco,,Supermarket Store,Ballincollig Town Centre,Main Street Ballincollig,Co. Cork
1007650,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco Express,,Douglas Road,(part Of Former Douglas Motor Company Premises),,Co. Cork
Cxo380,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco,,"Market Green, Knockgriffin",Midleton,,Co. Cork
Cxo310,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco,,Tesco Supermarket,Wilton Shopping Centre,"Wilton, Cork",Co. Cork
Cxo376,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco,,Tesco Supermarket,Mahon Point,Cork,Co. Cork
Cxo029,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco Ireland,,Paul Street Shopping Centre,Paul Street,Cork,Co. Cork
Mwo090,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco,,Brigowen Road,Mitchelstown,,Co. Cork
Cxo309,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco Supermarket,,Mill Road,Youghal,,Co. Cork
1007090,Manufacturer's Licence - Brewer,Cork Heritage Brewery Co.,Cork Heritage Brewery Company,Cliona Kiely,Unit 3a,4 Cornmarket Street,Cork,Co. Cork
1000553,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco Extra,,Douglas Village Shopping Centre,Douglas,,Co. Cork
Cxd138,Wholesaler Dealer in Wine,Daniel Mahon Lee,Lee Wine Club,,The Glade,"Montenotte Road, Cork",,Co. Cork
Cxp702,Publican's Licence (7-Day Ordinary),Nicholas J. Dromey,,,Cooldaniel,Toames,Macroom,Co. Cork
Cxp682,Publican's Licence (7-Day Ordinary),Michael Corbett,Fred Zeplins,,8 Parliament Street,Cork,,Co. Cork
1014012,"Spirit, Beer & Wine Retailer's Off Licence",James Lyons And Company Unlimited Company,Super Valu,,Reenrour West,Bantry,,Co. Cork
Byp158,Publican's Licence (7-Day Ordinary),Eugene O'neill,The Oldcourt Inn,,Oldcourt,Skibbereen,,Co. Cork
Mwo127,"Spirit, Beer & Wine Retailer's Off Licence",J J. Daly And Co Limited,Supervalu Supermarket,,Millstreet,,,Co. Cork
Byp066,Publican's Licence (7-Day Ordinary),Mac Carthys General Supply Stores Limited,Mccarthys Bar,Adrienne Mccarthy,The Square,Castletownbere,,Co. Cork
Byp020,Publican's Licence (7-Day Ordinary),Gw Biggs And Co,O'keefe's Supervalu,James O'keeffe,New Street,Bantry,,Co. Cork
Byd007,Wholesaler Dealer in Wine & Spirits,G. W. Biggs And Co,O'keeffe's Supervalu,,New Street,Bantry,,Co. Cork
1006822,Wine Retailer's Off Licence,Timothy J.healy,,,Clondrohid Village,Macroom,,Co. Cork
Cxp872,Publican's Licence (7-Day Ordinary),Cornelius O'mahony,O'mahonys Bar,,Newcestown,Bandon,,Co. Cork
Cxp760,Publican's Licence (7-Day Ordinary),Timothy C.corcoran,,,Ballinadee,Kinsale,,Co. Cork
Mwo021,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco,,Park Road,Mallow,,Co. Cork
Mwp406,Publican's Licence (7-Day Ordinary),Chris O'brien,The Village Inn,,Main Street,Kilworth,,Co. Cork
Cxp084,Publican's Licence (7-Day Ordinary),John R. Delaney,Tullagreine House,,Tullagreine,Carrigtwohill,,Co. Cork
1008227,Manufacturer's Licence - Brewer,Molson Coors Brewing Company (ireland) Limited,,Shane Long,"Unit L, Marina Commerical Park",Centre Park Road,,Co. Cork
1009628,Wine Retailer's Off Licence,Kevin O'leary (cork) Limited,Centra,,Texaco Service Station,Douglas,,Co. Cork
Mwo123,"Spirit, Beer & Wine Retailer's Off Licence",Daniel O'mahony And Co Limited,Dano's Supervalue,,Bellevue,Mallow,,Co. Cork
Cxp932,Publican's Licence (7-Day Ordinary),Watergrasshill Inn Limited,,John O'neill,Watergrasshill,,,Co. Cork
Cxp359,Publican's Licence (7-Day Ordinary),Hawthorn Bar Limited,The Hawthorn Bar,,Hartlands Avenue,The Lough,Cork,Co. Cork
1006142,Wine Retailer's Off Licence,Lucey's (mallow) Limited,,,57 Main Street,Mallow,,Co. Cork
Cxp691,Publican's Licence (7-Day Ordinary),The Imperial Hotel (cork) Limited,The Imperial Hotel,,South Mall,Civil Parish Of Holy Trinity,Cork,Co. Cork
Mwp362,Publican's Licence (7-Day Ordinary),Lombard Wine And Spirit Sales Limited,Lombard's Bar,,O' Neill - Crowley Quay,Fermoy,,Co. Cork
Cxp367,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Blarney Woollen Mills,Blarney Woollen Mills Hotel,Robert Reardon,Blarney,,,Co. Cork
1002486,Wine Retailer's On Licence,Charles St. J. Colthurst,Blarney Castle,,Blarney Castle,Blarney,,Co. Cork
Cxw386,Wine Retailer's On Licence,Brown Thomas And Co Limited,Brown Thomas Cork,,18/21 Patrick Street,Cork,,Co. Cork
Cxp383,Publican's Licence (7-Day Ordinary),International Holidays Limited,The Ashley Hotel,Patrick Coughlan,"10, Coburg Street",Cork,,Co. Cork
Cxp750,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),P V Doyle Hotels Limited,The River Lee Hotel,,South Channel Of The River Lee,Lancaster Quay And Western Road,Cork,Co. Cork
Cxp356,Publican's Licence (7-Day Ordinary),Maureen O'sullivan,The Strand Bar,,Matehy,Vicarstown,Blarney,Co. Cork
Cxp922,Publican's Licence (7-Day Ordinary),Frances Twomey,The Fishermans Rest,,Conna,Tallow,,Co. Cork
1005430,"Spirit, Beer & Wine Retailer's Off Licence",O'briens Wine Off Licence,O'briens Wine Off Licence,,Unit 45,Douglas Court Shopping Centre,Douglas,Co. Cork
Cxp295,Publican's Licence (7-Day Ordinary),Nicholas Moynihan,The Bosun Bar,,The Pier,Monkstown,,Co. Cork
Cxo296,"Spirit, Beer & Wine Retailer's Off Licence",Marks And Spencer Ireland Limited,Marks And Spencer,,6-7 Patrick Street,8 Merchants Quay,Cork,Co. Cork
1002081,"Spirit, Beer & Wine Retailer's Off Licence",Marks And Spencer (ireland) Limited,,,Retail Unit Msu1,Douglas Village Shopping Centre,"East Douglas Street, Douglas",Co. Cork
Cxw777,Wine Retailer's On Licence,Apleona Hsg Limited,Off Quay Bistro,,Cork School Of Music,Union Quay,Cork,Co. Cork
Byw032,Wine Retailer's On Licence,Bantry Estates Company,Bantry House,,Bantry,,,Co. Cork
Byp387,Publican's Licence (7-Day Ordinary),Margaret O'driscoll,Nealums,,Main Street / Market Square,Dunmanway,,Co. Cork
1013768,Wine Retailer's Off Licence,Donal O'leary,D And L O'leary Church Supplies,,5 Riverview Estate,Glasheen Road,,Co. Cork
Cxo239,Wine Retailer's Off Licence,Denis O'flynn,O'flynn's Service Station,,Ladysbridge,Castlemartyr,,Co. Cork
Cxp047,Publican's Licence (7-Day Ordinary),South Coast Cruisers Limited,The Marlogue Inn And East Ferry Marina,,East Ferry Marina,Walterstown,Cobh,Co. Cork
Cxo032,"Spirit, Beer & Wine Retailer's Off Licence",Cliffords (cork) Limited,Cliffords Foodstore And Off Licence,,Timothy Denis Clifford Lic,91 Shandon Street,,Co. Cork
1009540,"Spirit, Beer & Wine Retailer's Off Licence",Riordans Fermoy Limited,,,Courthouse Road,Fermoy,,Co. Cork
Mwp418,Publican's Licence (7-Day Ordinary),Thomas Roche,,,New Square,Mitchelstown,,Co. Cork
Cxo026,"Spirit, Beer & Wine Retailer's Off Licence",John Hurley (midleton) Limited,John Hurley Midleton,,Townspark,Mill Road,Midleton,Co. Cork
Cxp889,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Innishannon Hotels Limited,Innishannon Hotel,,Innishannon House,Innishannon,,Co. Cork
Cxdi02,Manufacturer's Licence - Distiller,Carbery Food Ingredients Ltd,,Colm  Leen,Ballineen,,,Co. Cork
Cxmm02,Manufacturer's Licence - Methylated Spirits,Carbery Food Ingredients Ltd,,,Ballineen,,,Co. Cork
Cxp193,Publican's Licence (7-Day Ordinary),Yeats Room Limited,Ballymaloe House,,Ballymaloe More,Shanagarry,Barony Of Imokilly,Co. Cork
Mwp261,Publican's Licence (7-Day Ordinary),Timothy Francis Cronin,,,New Street,Newmarket,,Co. Cork
Cxrc01,Manufacturer's Licence - Rectifier of Spirits,Irish Distillers Ltd,,,Midleton,,,Co. Cork
Cxdi01,Manufacturer's Licence - Distiller,Irish Distillers Ltd,,,Midleton,,,Co. Cork
Cxp517,Publican's Licence (ordinary) - Theatre,The Cork Opera House Co Ltd,T/a The Cork Opera Hse & The Half Moon Club,,Emmet Place,Cork,,Co. Cork
Cxo335,"Spirit, Beer & Wine Retailer's Off Licence",O'sheas Supermarket (cobh) Limited,Miskella's Supervalu,Alan Miskella,Tiknock,Cobh,,Co. Cork
Cxd062,"Wholesaler Dealer in Beer, Wine & Spirits",Musgrave Limited,Super Valu,Christopher J. Martin,Tramore Road,Cork,,Co. Cork
Cxo152,Wine Retailer's Off Licence,Cogans Garage Limited,Cogans Of Carrigaline,Peter Kelly,Cork Road,Carrigaline,,Co. Cork
1001195,Wine Retailer's Off Licence,James A. Barry And Co Limited,Costcutter Express,,Cobh,,,Co. Cork
Mwd007,"Wholesaler Dealer in Beer, Wine & Spirits",James A. Barry And Co,Barrys Cash And Carry,James Barry,Upper Quartertown,Mallow,,Co. Cork
Cxo103,"Spirit, Beer & Wine Retailer's Off Licence",Barry Collins Supermarket Limited,Barry Collins Supervalu Gourmet To Go Tailored Hampers,Barry Collins,Main Street,Carrigaline,,Co. Cork
Cxp181,Publican's Licence (Ordinary) Greyhound Racetrack,Youghal Greyhound Race Co Ltd,,Finola Collins,Youghal,,,Co. Cork
1008898,Publican's Licence (7-Day Ordinary),Rory Allen,The Grain Store,,Ballymaloe,Shanagarry,,Co. Cork
Cxp973,Publican's Licence (Ordinary) Greyhound Racetrack,Cork Greyhound Race Co Ltd,T/a Curraheen Park Greyhound Stadium,Michael Foley,Ballinaspig More,Curraheen,Cork,Co. Cork
Cxp982,Publican's Licence (ordinary) - Theatre,University College Cork,Granary Theatre,,Mardyke Parade,Cork,,Co. Cork
Cxbb04,Manufacturer's Licence - Brewer,University College Cork,,,College Road,Cork,,Co. Cork
Cxp939,Publican's Licence (7-Day Ordinary),"Brian De Baroid, Proinnsias O'murchu, Liam O'maolmhichil,","Donal O'niallain, Trustees Cork County Board Gaa",Padraig P. O'murchu,The Marina,,,Co. Cork
1013024,National Sporting Arena Licence,Cumann Luath Chleas Gael,Pairc Ui Chaoimh,,Marina,,,Co. Cork
Cxp920,Publican's Licence (7-Day Ordinary),Denis Barry,,,"Hollyhill, Banena",Bartlemy,Fermoy,Co. Cork
Cxd068,"Wholesaler Dealer in Beer, Wine & Spirits",Musgrave Limited,Super Valu,Christopher J. Martin,Ballycurreen,"Kinsale Road, Cork",,Co. Cork
Cxo121,Wine Retailer's Off Licence,T. P. O'riordan And Sons (cork) Limited,T. P. O'riordan And Sons (cork),Billy O'riordan,"Millfield Service Station, Redforge Road","Blackpool, Cork",,Co. Cork
1008476,Publican's Licence (7-Day Ordinary),Cork Heritage Brewery Co,,,Unit 3a Cornmarket Centre,Cornmarket Street,,Co. Cork
Cxp079,Publican's Licence (7-Day Ordinary),Commodore Hotel Limited,"Commodore Hotel,trade Winds & Cove Off Licence",Patrick M. O'shea,Westbourne Pl,Cobh,,Co. Cork
Cxp076,Publican's Licence (Ordinary) Hotel - 1902 Act. (Resident's Bar),Commodore Hotel Limited,The Cellar,Patrick O'shea,2 Westbourne Place,Cobh,,Co. Cork
Cxo176,Wine Retailer's Off Licence,Topaz Energy Limited,Douglas Shell Service Station,,Douglas East,Cork,,Co. Cork
Mwo066,Wine Retailer's Off Licence,Topaz Energy Limited,Shell Mitchelstown,,Mitchelstownservice Station,Mitchelstown,,Co. Cork
Cxo175,Wine Retailer's Off Licence,Topaz Energy Limited,Shell Ballincollig,,Shell Service Station,East Gate,Ballincollig,Co. Cork
Cxd190,"Wholesaler Dealer in Beer, Wine & Spirits",M And J Gleeson And Co,,,22 East Gate Drive,Little Island,,Co. Cork
Cxw503,Wine Retailer's On Licence,Glenview Motors Limited,,,Killarney Road,Macroom,,Co. Cork
1009777,Wine Retailer's On Licence,Glenview Motors Limited,Glenmill Restaurant,Nora Mccarthy,Ardnacrusha,Clondrohid,Macroom,Co. Cork
Cxw020,Wine Retailer's On Licence,Cactus Limited,Tung Sing Restaurant,,23 Patrick Street,Cork,,Co. Cork
Byp391,Publican's Licence (7-Day Ordinary),John Collins,The Greyhound Bar,,East Green,Dunmanway,,Co. Cork
Byp378,Publican's Licence (7-Day Ordinary),Michael J. Kearney,,,Main Street,Dunmanway,,Co. Cork
Cxp259,Publican's Licence (7-Day Ordinary),River Gardens Limited,Anglers Rest,Vincent Mclaughlin,Leemount,Carrigrohane,,Co. Cork
Mwo041,"Spirit, Beer & Wine Retailer's Off Licence",Boherbue Co Op Agric And Dairy Socy Limited,,Joe O'connor,Boherbue,,,Co. Cork
Mwp035,Publican's Licence (7-Day Ordinary),David Coleman,,,Main St.,Buttevant,,Co. Cork
1003375,Wine Retailer's Off Licence,Kevin O'leary (bandon) Limited,Kevin O'leary's Centra,,New Road,Bandon,,Co. Cork
1000119,"Spirit, Beer & Wine Retailer's Off Licence",Kevin O'leary (bandon) Limited,Centra,,Irishtown,Bandon,,Co. Cork
Cxp005,Publican's Licence (7-Day Ordinary),Carole Limited,Bayview Hotel,,Bayview,Ballycotton,,Co. Cork
Cxp014,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Garryvoe Hotel Limited,Garryvoe Hotel,,Ballylongane,Garryvoe,,Co. Cork
Byp081,Publican's Licence (7-Day Ordinary),Murphys Stores (berehaven) Limited,Murphys Stores,Dermot Murphy,Castletownbere,,,Co. Cork
Byo015,Wine Retailer's Off Licence,Murphy Stores (berehaven) Limited,Centra,Lorraine Downey,Derrymihan West,Castletownbere,,Co. Cork
Byw071,Wine Retailer's Off Licence,Lisavaird Co-operative Creamery Limited,,,Lisavaird,Clonakilty,,Co. Cork
Byo009,"Spirit, Beer & Wine Retailer's Off Licence",Drinagh Cooperative Limited,,Gordon Benn,Market Street,Skibbereen,,Co. Cork
Cxo384,"Spirit, Beer & Wine Retailer's Off Licence",Barryroe Co-operative Limited,,Stephen O'leary,Lislevane,Bandon,,Co. Cork
Cxw228,Wine Retailer's Off Licence,Barryroe Co-op Creamery Limited,,,Carrigavuleen,Ballinspittle,,Co. Cork
Cxo108,"Spirit, Beer & Wine Retailer's Off Licence",Downs Supermarket Limited,Down's Supervalu,Barry Down,Main Street,Ballincollig,,Co. Cork
Byp262,Publican's Licence (7-Day Ordinary),Denis C.o'donovan,O'donovans Fishercross,,Duneady,Gahanive Castlefreke,Clonakilty,Co. Cork
Mwp026,Publican's Licence (7-Day Ordinary),Edward Mcnamara,,,Main Street,Buttevant,,Co. Cork
Mwp328,Publican's Licence (7-Day Ordinary),Michael Twohig,The Castle Arms,,Main Street,Castletownroche,Mallow,Co. Cork
Mwp503,Publican's Licence (7-Day Ordinary),Jeremiah Cotter,,,Cooluiddane,Macroom,,Co. Cork
Byp191,Publican's Licence (7-Day Ordinary),Brian Sheahan,The Leap Inn,,Leap,Skibbereen,,Co. Cork
